course_name,topic_name,topic_url
Political Economy of Advanced Industrial Nations,political economy,http://dbpedia.org/resource/Political_economy
Theories of Foreign Policy,Foreign Policy,http://dbpedia.org/resource/Foreign_policy
Theories of Foreign Policy,international,http://dbpedia.org/resource/International
Theories of Foreign Policy,geography,http://dbpedia.org/resource/Geography
Theories of Foreign Policy,transnationalism,http://dbpedia.org/resource/Transnationalism
Theories of Foreign Policy,American,http://dbpedia.org/resource/United_States
Theories of Foreign Policy,French,http://dbpedia.org/resource/French_language
International Peacekeeping,evolution,http://dbpedia.org/resource/Evolution
International Peacekeeping,Cold War,http://dbpedia.org/resource/Cold_War
International Peacekeeping,international,http://dbpedia.org/resource/International_law
International Peacekeeping,organizational learning,http://dbpedia.org/resource/Organizational_learning
International Peacekeeping,peacekeeping,http://dbpedia.org/resource/Peacekeeping
International Peacekeeping,peacebuilding,http://dbpedia.org/resource/Peacebuilding
History of Thought in Political Economy,Biotechnology,http://dbpedia.org/resource/Biotechnology
History of Thought in Political Economy,Imagination,http://dbpedia.org/resource/Imagination
International Human Security,Human Security,http://dbpedia.org/resource/Human_security
International Human Security,human security,http://dbpedia.org/resource/Human_security
International Human Security,international,http://dbpedia.org/resource/International_law
International Human Security,civil society,http://dbpedia.org/resource/Civil_society
