Course_Name,Topic_name,topic_Url
Accounting and Information Technology,Information Technology,http://dbpedia.org/resource/Information_technology
Accounting and Information Technology,accounting,http://dbpedia.org/resource/Accounting
Accounting and Information Technology,e-business,http://dbpedia.org/resource/Electronic_business
Accounting and Information Technology,computer,http://dbpedia.org/resource/Computer
Accounting and Information Technology,systems analysis,http://dbpedia.org/resource/Systems_analysis
Accounting Theory,financial reporting,http://dbpedia.org/resource/Financial_statement
Accounting Theory,accounting,http://dbpedia.org/resource/Accounting
Advanced Assurance Services,assurance services,http://dbpedia.org/resource/Assurance_services
Advanced Assurance Services,audit,http://dbpedia.org/resource/Audit
Advanced Management Accounting,Management Accounting,http://dbpedia.org/resource/Management_accounting
Advanced Taxation,estate planning,http://dbpedia.org/resource/Estate_planning
Analysis of Financial Statements,financial statements,http://dbpedia.org/resource/Financial_statement
Cost and Management Accounting,Management Accounting,http://dbpedia.org/resource/Management_accounting
Cost and Management Accounting,accounting,http://dbpedia.org/resource/Accounting
Cost and Management Accounting,variance,http://dbpedia.org/resource/Variance
Cost and Management Accounting,transfer pricing,http://dbpedia.org/resource/Transfer_pricing
Financial and Managerial Accounting,ACCO,"http://dbpedia.org/resource/Acre,_Israel"
Financial and Managerial Accounting,accounting,http://dbpedia.org/resource/Accounting
Financial and Managerial Accounting,equity,http://dbpedia.org/resource/Stock
Financial and Managerial Accounting,pension,http://dbpedia.org/resource/Pension
Financial Reporting I,financial reporting,http://dbpedia.org/resource/Financial_statement
Financial Reporting II,accounting,http://dbpedia.org/resource/Accounting
Financial Reporting III,accounting,http://dbpedia.org/resource/Accounting
Financial Reporting III,financial statements,http://dbpedia.org/resource/Financial_statement
Financial Reporting III,currency,http://dbpedia.org/resource/Currency
Financial Reporting IV,accounting,http://dbpedia.org/resource/Accounting
Financial Reporting IV,financial reporting,http://dbpedia.org/resource/Financial_statement
Fraud Prevention and Investigation,Accountancy,http://dbpedia.org/resource/Accounting
Fraud Prevention and Investigation,poster session,http://dbpedia.org/resource/Poster_session
Honours Seminar in Accountancy,Accountancy,http://dbpedia.org/resource/Accounting
Honours Seminar in Accountancy,poster session,http://dbpedia.org/resource/Poster_session
Income Taxation in Canada,Canada,http://dbpedia.org/resource/Canada
Income Taxation in Canada,federal income tax,http://dbpedia.org/resource/Income_tax_in_the_United_States
Income Taxation in Canada,Canadian,http://dbpedia.org/resource/Canada
Income Taxation in Canada,property income,http://dbpedia.org/resource/Property_income
Income Taxation in Canada,capital gains,http://dbpedia.org/resource/Capital_gain
Introduction to Financial Accounting,accounting,http://dbpedia.org/resource/Accounting
Introduction to Financial Accounting,financial statements,http://dbpedia.org/resource/Financial_statement
Introduction to Managerial Accounting,accounting,http://dbpedia.org/resource/Accounting
Principles of Auditing,corporate governance,http://dbpedia.org/resource/Corporate_governance
Strategic Accounting Case Analysis,accounting,http://dbpedia.org/resource/Accounting
Strategic Accounting Case Analysis,enterprise resource planning (ERP),http://dbpedia.org/resource/Enterprise_resource_planning
U.S. Federal Taxation,tax planning,http://dbpedia.org/resource/Tax_avoidance
Advanced Acting Studio,Studio Building,http://dbpedia.org/resource/Studio_Building_(Toronto)
Classical Text Project A,Project A,http://dbpedia.org/resource/Project_A
Classical Text Project A,playwright,http://dbpedia.org/resource/Playwright
Classical Text Project A,Shakespeare,http://dbpedia.org/resource/William_Shakespeare
Classical Text Project A,Zeami,http://dbpedia.org/resource/Zeami_Motokiyo
Classical Text Project B,playwright,http://dbpedia.org/resource/Playwright
Classical Text Project B,Shakespeare,http://dbpedia.org/resource/William_Shakespeare
Classical Text Project B,Zeami,http://dbpedia.org/resource/Zeami_Motokiyo
Classical Text Project C,playwright,http://dbpedia.org/resource/Playwright
Classical Text Project C,Shakespeare,http://dbpedia.org/resource/William_Shakespeare
Classical Text Project C,Zeami,http://dbpedia.org/resource/Zeami_Motokiyo
Conducting an Acting Workshop,wide range,http://dbpedia.org/resource/Fender_Wide_Range
Creation Project A,Project A,http://dbpedia.org/resource/Project_A
Designing an Acting Workshop,philosophy,http://dbpedia.org/resource/Philosophy
Ensemble II,Brechtian,http://dbpedia.org/resource/Bertolt_Brecht
Ensemble II,epic theatre,http://dbpedia.org/resource/Epic_theatre
Improvisation,improvisation,http://dbpedia.org/resource/Improvisation
Introduction to Acting I,expression,http://dbpedia.org/resource/Gene_expression
Introduction to Acting I,basics,http://dbpedia.org/resource/British_Association_for_Immediate_Care
Introduction to Acting I,improvisation,http://dbpedia.org/resource/Improvisation
Movement for the Stage II,Laban,http://dbpedia.org/resource/Rudolf_von_Laban
Movement for the Stage II,Biomechanics,http://dbpedia.org/resource/Biomechanics
Movement for the Stage II,somatic,http://dbpedia.org/resource/Somatics
Movement for the Stage IV,Laban,http://dbpedia.org/resource/Rudolf_von_Laban
Movement for the Stage IV,biomechanics,http://dbpedia.org/resource/Biomechanics
Movement for the Stage IV,somatic,http://dbpedia.org/resource/Somatics
Movement for the Studio III,Viewpoints,http://dbpedia.org/resource/Viewpoints
Movement for the Studio III,Eugenio Barba,http://dbpedia.org/resource/Eugenio_Barba
Special Topics in Accounting,accounting,http://dbpedia.org/resource/Accounting
One-Act Project A,Project A,http://dbpedia.org/resource/Project_A
Rasaboxes,emotion,http://dbpedia.org/resource/Emotion
Rasaboxes,Richard Schechner,http://dbpedia.org/resource/Richard_Schechner
Scene Study I,Stanislavski,http://dbpedia.org/resource/Konstantin_Stanislavski
Scene Study I,early modern,http://dbpedia.org/resource/Early_modern_period
Scene Study II,existentialism,http://dbpedia.org/resource/Existentialism
Scene Study II,absurdism,http://dbpedia.org/resource/Absurdism
Scene Study II,expressionism,http://dbpedia.org/resource/Expressionism
Stage Combat,stage combat,http://dbpedia.org/resource/Stage_combat
Voice and Movement for the Stage I,expression,http://dbpedia.org/resource/Gene_expression
Voice for the Stage II,self-awareness,http://dbpedia.org/resource/Self-awareness
Voice for the Stage III,slam poetry,http://dbpedia.org/resource/Poetry_slam
Voice for the Stage IV,voice-over,http://dbpedia.org/resource/Voice-over
Actuarial Mathematics I,mortality,http://dbpedia.org/resource/Mortality_rate
Actuarial Mathematics I,life insurance,http://dbpedia.org/resource/Life_insurance
Actuarial Mathematics I,life annuities,http://dbpedia.org/resource/Life_annuity
Actuarial Mathematics Lab I,financial mathematics,http://dbpedia.org/resource/Mathematical_finance
Actuarial Mathematics Lab I,Casualty Actuarial Society,http://dbpedia.org/resource/Casualty_Actuarial_Society
Actuarial Mathematics Lab III,Casualty Actuarial Society,http://dbpedia.org/resource/Casualty_Actuarial_Society
Credibility Theory,inference,http://dbpedia.org/resource/Statistical_inference
Credibility Theory,classical,http://dbpedia.org/resource/Classical_logic
Credibility Theory,regression,http://dbpedia.org/resource/Regression_analysis
Credibility Theory,insurance,http://dbpedia.org/resource/Insurance
Loss Distributions,Probability,http://dbpedia.org/resource/Probability
Mathematics of Finance,amortization,http://dbpedia.org/resource/Amortization
Mathematics of Finance,securities,http://dbpedia.org/resource/United_States_Treasury_security
Mathematics of Finance,life insurance,http://dbpedia.org/resource/Life_insurance
Reading Course in Actuarial Mathematics,Reading,http://dbpedia.org/resource/Reading_F.C.
Risk Theory,contingency theory,http://dbpedia.org/resource/Contingency_theory
Risk Theory,health insurance,http://dbpedia.org/resource/Health_insurance
Risk Theory,risk theory,http://dbpedia.org/resource/Ruin_theory
Risk Theory,ruin theory,http://dbpedia.org/resource/Ruin_theory
Adult Education in Canada and Quebec,Canada,http://dbpedia.org/resource/Canada
Adult Education in Canada and Quebec,Quebec,http://dbpedia.org/resource/Quebec
Adult Education in Canada and Quebec,adult education,http://dbpedia.org/resource/Adult_education
Adults as Learners,self-concept,http://dbpedia.org/resource/Self-concept
Concepts and Values in Adult Education,sphere,http://dbpedia.org/resource/Sphere
Diversity in Adults,racism,http://dbpedia.org/resource/Racism
Diversity in Adults,sexism,http://dbpedia.org/resource/Sexism
Diversity in Adults,classism,http://dbpedia.org/resource/Class_discrimination
Diversity in Adults,homophobia,http://dbpedia.org/resource/Homophobia
Diversity in Adults,structural inequality,http://dbpedia.org/resource/Structural_inequality
Group Dynamics,group dynamics,http://dbpedia.org/resource/Group_dynamics
Integrative Internship_I,experiential learning,http://dbpedia.org/resource/Experiential_learning
Integrative Internship_I,philosophy,http://dbpedia.org/resource/Philosophy
Integrative Internship_I,adult education,http://dbpedia.org/resource/Adult_education
Integrative Internship_II,philosophy,http://dbpedia.org/resource/Philosophy
Integrative Internship_II,adult education,http://dbpedia.org/resource/Adult_education
Introduction to Research in Adult Education,adult education,http://dbpedia.org/resource/Adult_education
Issues in the Practice of Adult Education,adult education,http://dbpedia.org/resource/Adult_education
Methods and Techniques for Facilitating Adult Learning,simulation methods,http://dbpedia.org/resource/Simulation
Roles and Competencies of Adult Educators,adult education,http://dbpedia.org/resource/Adult_education
Roles and Competencies of Adult Educators,General,http://dbpedia.org/resource/General_officer
The Scope and Nature of Adult Education Programs,adult education,http://dbpedia.org/resource/Adult_education
The Scope and Nature of Adult Education Programs,self-directedness,http://dbpedia.org/resource/Self-directedness
Aerodynamics,Aerodynamics,http://dbpedia.org/resource/Aerodynamics
Aerodynamics,conservation equations,http://dbpedia.org/resource/Conservation_law
Aerodynamics,incompressible,http://dbpedia.org/resource/Incompressible_flow
Aerodynamics,Navier-Stokes equations,http://dbpedia.org/resource/Navier–Stokes_equations
Aerodynamics,inviscid,http://dbpedia.org/resource/Inviscid_flow
Aerodynamics,irrotational,http://dbpedia.org/resource/Potential_flow
Aerodynamics,Euler equations,http://dbpedia.org/resource/List_of_things_named_after_Leonhard_Euler
Aerodynamics,stream function,http://dbpedia.org/resource/Stream_function
Aerodynamics,inviscid flow,http://dbpedia.org/resource/Inviscid_flow
Aerodynamics,Helmholtz,http://dbpedia.org/resource/Hermann_von_Helmholtz
Aerodynamics,superposition,http://dbpedia.org/resource/Superposition_principle
Aerodynamics,Airfoil,http://dbpedia.org/resource/Airfoil
Aerodynamics,Biot-Savart law,http://dbpedia.org/resource/Biot–Savart_law
Aerodynamics,vortex,http://dbpedia.org/resource/Vorticity
Aerodynamics,Incompressible flow,http://dbpedia.org/resource/Incompressible_flow
Aerodynamics,lifting bodies,http://dbpedia.org/resource/Lifting_body
Aerodynamics,subsonic,http://dbpedia.org/resource/Aerodynamics
Aerodynamics,compressibility,http://dbpedia.org/resource/Compressibility
Aerodynamics,area rule,http://dbpedia.org/resource/Area_rule
Aerodynamics,Transonic,http://dbpedia.org/resource/Transonic
Aerospace Engineering Design Project,Aerospace Engineering,http://dbpedia.org/resource/Aerospace_engineering
Aerospace Engineering Design Project,philosophy,http://dbpedia.org/resource/Philosophy
Aerospace Engineering Design Project,Computer-Aided Design,http://dbpedia.org/resource/Computer-aided_design
Aerospace Engineering Design Project,CAD,http://dbpedia.org/resource/Computer-aided_design
Aerospace Engineering Design Project,CAE,http://dbpedia.org/resource/Computer-aided_engineering
Aircraft Hydro-Mechanical and Fuel Systems,hydraulic,http://dbpedia.org/resource/Hydraulics
Aircraft Hydro-Mechanical and Fuel Systems,control actuation,http://dbpedia.org/resource/Aircraft_flight_control_system
Aircraft Hydro-Mechanical and Fuel Systems,landing gear,http://dbpedia.org/resource/Landing_gear
Aircraft Hydro-Mechanical and Fuel Systems,simulation,http://dbpedia.org/resource/Flight_simulator
Aircraft Pneumatic and Electrical Power Systems,emergency power systems,http://dbpedia.org/resource/Emergency_power_system
Aircraft Pneumatic and Electrical Power Systems,environmental control system,http://dbpedia.org/resource/Environmental_control_system_(aircraft)
Aircraft Pneumatic and Electrical Power Systems,ice,http://dbpedia.org/resource/Ice
Aircraft Pneumatic and Electrical Power Systems,pneumatic,http://dbpedia.org/resource/Pneumatics
Aircraft Pneumatic and Electrical Power Systems,simulation,http://dbpedia.org/resource/Computer_simulation
Aircraft Stress Analysis,shear flow,http://dbpedia.org/resource/Shear_flow
Aircraft Stress Analysis,Stress analysis,http://dbpedia.org/resource/Stress–strain_analysis
Aircraft Stress Analysis,statically indeterminate,http://dbpedia.org/resource/Statically_indeterminate
Aircraft Stress Analysis,torque boxes,http://dbpedia.org/resource/Vehicle_frame
Aircraft Stress Analysis,symmetric,http://dbpedia.org/resource/Symmetric_matrix
Aircraft Stress Analysis,fuselage,http://dbpedia.org/resource/Fuselage
Aircraft Stress Analysis,Structural instability,http://dbpedia.org/resource/Buckling
Aircraft Stress Analysis,shear,http://dbpedia.org/resource/Shear_stress
Aircraft Stress Analysis,flexure,http://dbpedia.org/resource/Bending
Avionic Navigation Systems,air navigation,http://dbpedia.org/resource/Air_navigation
Avionic Navigation Systems,communication,http://dbpedia.org/resource/Communication
Avionic Navigation Systems,radar,http://dbpedia.org/resource/Radar
Avionic Navigation Systems,airborne,http://dbpedia.org/resource/Airborne_early_warning_and_control
Avionic Navigation Systems,antenna,http://dbpedia.org/resource/Radio
Avionic Navigation Systems,digital,http://dbpedia.org/resource/Digital_electronics
Avionic Navigation Systems,flight simulator,http://dbpedia.org/resource/Flight_simulator
Capstone Aerospace Engineering Design Project,Aerospace Engineering,http://dbpedia.org/resource/Aerospace_engineering
Computational Fluid Dynamics for Aerospace Applications,Computational Fluid Dynamics,http://dbpedia.org/resource/Computational_fluid_dynamics
Computational Fluid Dynamics for Aerospace Applications,fluid dynamics,http://dbpedia.org/resource/Fluid_dynamics
Computational Fluid Dynamics for Aerospace Applications,CFD,http://dbpedia.org/resource/Computational_fluid_dynamics
Computational Fluid Dynamics for Aerospace Applications,geometry,http://dbpedia.org/resource/Geometry
Computational Fluid Dynamics for Aerospace Applications,unstructured grid,http://dbpedia.org/resource/Unstructured_grid
Computational Fluid Dynamics for Aerospace Applications,CAD,http://dbpedia.org/resource/Computer-aided_design
Computational Fluid Dynamics for Aerospace Applications,numerical methods,http://dbpedia.org/resource/Numerical_analysis
Computational Fluid Dynamics for Aerospace Applications,Navier-Stokes equations,http://dbpedia.org/resource/Navier–Stokes_equations
Computational Fluid Dynamics for Aerospace Applications,turbulence,http://dbpedia.org/resource/Turbulence
Computational Fluid Dynamics for Aerospace Applications,User-defined function,http://dbpedia.org/resource/User-defined_function
Design of Aircraft Structures,fluid dynamics,http://dbpedia.org/resource/Fluid_dynamics
Design of Aircraft Structures,CFD,http://dbpedia.org/resource/Computational_fluid_dynamics
Design of Aircraft Structures,geometry,http://dbpedia.org/resource/Geometry
Design of Aircraft Structures,unstructured grid,http://dbpedia.org/resource/Unstructured_grid
Design of Aircraft Structures,CAD,http://dbpedia.org/resource/Computer-aided_design
Design of Aircraft Structures,numerical methods,http://dbpedia.org/resource/Numerical_analysis
Design of Aircraft Structures,Navier-Stokes equations,http://dbpedia.org/resource/Navier–Stokes_equations
Design of Aircraft Structures,turbulence,http://dbpedia.org/resource/Turbulence
Design of Aircraft Structures,User-defined function,http://dbpedia.org/resource/User-defined_function
Flight Control Systems,flight dynamics,http://dbpedia.org/resource/Flight_dynamics
Flight Control Systems,autopilot,http://dbpedia.org/resource/Autopilot
Flight Control Systems,Flight instruments,http://dbpedia.org/resource/Flight_instruments
Flight Control Systems,ergonomic,http://dbpedia.org/resource/Human_factors_and_ergonomics
Flight Control Systems,avionics,http://dbpedia.org/resource/Avionics
Flight Control Systems,HUD,http://dbpedia.org/resource/Head-up_display
Flight Control Systems,management systems,http://dbpedia.org/resource/Management_system
Flight Control Systems,communication,http://dbpedia.org/resource/Communication
Flight Control Systems,flight simulation,http://dbpedia.org/resource/Flight_simulator
Flight Control Systems,motion simulator,http://dbpedia.org/resource/Motion_simulator
Introduction to Flight and Aerospace Systems,aerodynamics,http://dbpedia.org/resource/Aerodynamics
Introduction to Flight and Aerospace Systems,systems integration,http://dbpedia.org/resource/System_integration
Modelling and Control Systems,ordinary differential equations,http://dbpedia.org/resource/Ordinary_differential_equation
Modelling and Control Systems,electromechanical,http://dbpedia.org/resource/Electromechanics
Modelling and Control Systems,transfer function,http://dbpedia.org/resource/Transfer_function
Modelling and Control Systems,time domain,http://dbpedia.org/resource/Time_domain
Modelling and Control Systems,root-locus,http://dbpedia.org/resource/Root_locus
Modelling and Control Systems,frequency response,http://dbpedia.org/resource/Frequency_response
Modelling and Control Systems,integral,http://dbpedia.org/resource/Integral
Modelling and Control Systems,derivative,http://dbpedia.org/resource/Derivative
Modelling and Control Systems,Matlab,http://dbpedia.org/resource/MATLAB
Modelling and Control Systems,Simulink,http://dbpedia.org/resource/Simulink
Principles of Aeroelasticity,Aeroelasticity,http://dbpedia.org/resource/Aeroelasticity
Principles of Aeroelasticity,elastic,http://dbpedia.org/resource/Linear_elasticity
Principles of Aeroelasticity,flutter,http://dbpedia.org/resource/Aeroelasticity
Principles of Aeroelasticity,bridge,http://dbpedia.org/resource/Bridge
Standards Regulations and Certification,international,http://dbpedia.org/resource/International_law
Standards Regulations and Certification,FAA,http://dbpedia.org/resource/Federal_Aviation_Administration
Standards Regulations and Certification,airworthiness,http://dbpedia.org/resource/Airworthiness
Adolescence: Issues and Intervention,Adolescence,http://dbpedia.org/resource/Adolescence
Adolescence: Issues and Intervention,practical knowledge,http://dbpedia.org/resource/Know-how
Adulthood: Patterns and Transitions,Adulthood,http://dbpedia.org/resource/Adult
Workshops for Adult Educators,adult education,http://dbpedia.org/resource/Adult_education
Perspective on Canadian Business,Canadian Business,http://dbpedia.org/resource/Canadian_Business
Aerospace Vehicle Performance,fixed-wing aircraft,http://dbpedia.org/resource/Fixed-wing_aircraft
Aerospace Vehicle Performance,drag,http://dbpedia.org/resource/Parasitic_drag
Aerospace Vehicle Performance,viscosity,http://dbpedia.org/resource/Viscosity
Aerospace Vehicle Performance,compressibility,http://dbpedia.org/resource/Compressibility
Aerospace Vehicle Performance,piston,http://dbpedia.org/resource/Reciprocating_engine
Aerospace Vehicle Performance,turboprop,http://dbpedia.org/resource/Turboprop
Aerospace Vehicle Performance,turbojet,http://dbpedia.org/resource/Turbojet
Aerospace Vehicle Performance,turbofan,http://dbpedia.org/resource/Turbofan
Aerospace Vehicle Performance,Advanced aircraft systems,http://dbpedia.org/resource/Avionics
Gas Turbine Design,energy,http://dbpedia.org/resource/Energy
Gas Turbine Design,drag,http://dbpedia.org/resource/Lift-induced_drag
Gas Turbine Design,physics,http://dbpedia.org/resource/Physics
Gas Turbine Design,viscous,http://dbpedia.org/resource/Viscosity
Gas Turbine Design,creep,http://dbpedia.org/resource/Downhill_creep
Gas Turbine Design,fatigue,http://dbpedia.org/resource/Solder_fatigue
Gas Turbine Design,corrosion,http://dbpedia.org/resource/Corrosion
Gas Turbine Design,acoustics,http://dbpedia.org/resource/Acoustics
Integration of Avionics Systems,avionics,http://dbpedia.org/resource/Avionics
Integration of Avionics Systems,Earth,http://dbpedia.org/resource/Earth
Integration of Avionics Systems,geometry,http://dbpedia.org/resource/Geometry
Integration of Avionics Systems,Newton,http://dbpedia.org/resource/Isaac_Newton
Integration of Avionics Systems,inertial navigation,http://dbpedia.org/resource/Inertial_navigation_system
Integration of Avionics Systems,INS,http://dbpedia.org/resource/Inertial_navigation_system
Integration of Avionics Systems,Global Positioning System (GPS),http://dbpedia.org/resource/Global_Positioning_System
Integration of Avionics Systems,differential,http://dbpedia.org/resource/Differential_equation
Integration of Avionics Systems,GPS,http://dbpedia.org/resource/Global_Positioning_System
Integration of Avionics Systems,terrestrial,http://dbpedia.org/resource/Earth
Integration of Avionics Systems,radio navigation,http://dbpedia.org/resource/Radio_navigation
Introduction to Aircraft Design,avionics,http://dbpedia.org/resource/Avionics
Introduction to Aircraft Design,flight controls,http://dbpedia.org/resource/Aircraft_flight_control_system
Introduction to Aircraft Design,hydraulic,http://dbpedia.org/resource/Hydraulics
Introduction to Aircraft Design,airfoil,http://dbpedia.org/resource/Airfoil
Introduction to Aircraft Design,wing loading,http://dbpedia.org/resource/Wing_loading
Introduction to Aircraft Design,fuselage,http://dbpedia.org/resource/Fuselage
Introduction to Aircraft Design,surface sizing,http://dbpedia.org/resource/Sizing
Introduction to Space Systems,space propulsion,http://dbpedia.org/resource/Spacecraft_propulsion
Introduction to Space Systems,rocket,http://dbpedia.org/resource/Rocket_engine
Introduction to Space Systems,nozzle,http://dbpedia.org/resource/Rocket_engine_nozzle
Introduction to Space Systems,orbital mechanics,http://dbpedia.org/resource/Orbital_mechanics
Introduction to Space Systems,chemical propellant,http://dbpedia.org/resource/Propellant
Introduction to Space Systems,solid propellant,http://dbpedia.org/resource/Propellant
Materials Engineering for Aerospace,Materials Engineering,http://dbpedia.org/resource/Materials_science
Materials Engineering for Aerospace,fracture,http://dbpedia.org/resource/Fracture
Materials Engineering for Aerospace,fatigue,http://dbpedia.org/resource/Solder_fatigue
Materials Engineering for Aerospace,corrosion,http://dbpedia.org/resource/Corrosion
Turbomachinery and Propulsion,Turbomachinery,http://dbpedia.org/resource/Turbomachinery
Turbomachinery and Propulsion,Aircraft design process,http://dbpedia.org/resource/Aircraft_design_process
Turbomachinery and Propulsion,Rotary,http://dbpedia.org/resource/Wankel_engine
Turbomachinery and Propulsion,aerodynamics,http://dbpedia.org/resource/Aerodynamics
Turbomachinery and Propulsion,fatigue,http://dbpedia.org/resource/Solder_fatigue
Turbomachinery and Propulsion,gas turbine,http://dbpedia.org/resource/Gas_turbine
Turbomachinery and Propulsion,turboprop,http://dbpedia.org/resource/Turboprop
Turbomachinery and Propulsion,turbofan,http://dbpedia.org/resource/Turbofan
Turbomachinery and Propulsion,turbojet,http://dbpedia.org/resource/Turbojet
Turbomachinery and Propulsion,Energy transfer,http://dbpedia.org/resource/Energy
Turbomachinery and Propulsion,Euler equation,http://dbpedia.org/resource/List_of_things_named_after_Leonhard_Euler
Turbomachinery and Propulsion,velocity,http://dbpedia.org/resource/Velocity
Turbomachinery and Propulsion,Dimensional analysis,http://dbpedia.org/resource/Dimensional_analysis
Turbomachinery and Propulsion,turbine,http://dbpedia.org/resource/Turbine
Advanced Facilitation and Ethics,group dynamics,http://dbpedia.org/resource/Group_dynamics
Advanced Family Life Education,energy,http://dbpedia.org/resource/Energy
Advanced Family Life Education,resource management,http://dbpedia.org/resource/Resource_management
Basic Human Relations Laboratory,group dynamics,http://dbpedia.org/resource/Group_dynamics
Community Development II,group dynamics,http://dbpedia.org/resource/Group_dynamics
Counselling Skills and Concepts,verbal behaviour,http://dbpedia.org/resource/Verbal_Behavior
Cultivating Creativity and Social Innovation,Social Innovation,http://dbpedia.org/resource/Social_innovation
Family and Youth Legislation,child advocacy,http://dbpedia.org/resource/Child_advocacy
Family Communication,communication,http://dbpedia.org/resource/Communication
Foundations of Family Life Education,North America,http://dbpedia.org/resource/North_America
Fundamentals of Child- and Youth-Care Work,care work,http://dbpedia.org/resource/Care_work
Gender and Leisure,gender identity,http://dbpedia.org/resource/Gender_identity
Gender and Leisure,social construction,http://dbpedia.org/resource/Social_constructionism
Gender and Leisure,gender role,http://dbpedia.org/resource/Gender_role
Health Promotion,health promotion,http://dbpedia.org/resource/Health_promotion
Health Promotion,stress management,http://dbpedia.org/resource/Stress_management
Health Promotion,stress,http://dbpedia.org/resource/Psychological_stress
Health Promotion,psychosomatic,http://dbpedia.org/resource/Psychosomatic_medicine
Historical Foundations of Leisure and Recreation,health promotion,http://dbpedia.org/resource/Health_promotion
Historical Foundations of Leisure and Recreation,stress management,http://dbpedia.org/resource/Stress_management
Historical Foundations of Leisure and Recreation,stress,http://dbpedia.org/resource/Psychological_stress
Historical Foundations of Leisure and Recreation,psychosomatic,http://dbpedia.org/resource/Psychosomatic_medicine
Internship in Youth and Family Work,BA,http://dbpedia.org/resource/Bachelor's_degree
Internship in Youth and Family Work,child welfare,http://dbpedia.org/resource/Child_protection
Interpersonal Communication and Relationships,communication,http://dbpedia.org/resource/Interpersonal_communication
Interpersonal Communication and Relationships,interpersonal communication,http://dbpedia.org/resource/Interpersonal_communication
Interviewing,communication,http://dbpedia.org/resource/Communication
Introduction to Human Relations Theory and Research,systems theory,http://dbpedia.org/resource/Systems_theory
Introduction to Human Relations Theory and Research,interventionist,http://dbpedia.org/resource/Economic_interventionism
Introduction to Human Relations Theory and Research,social science,http://dbpedia.org/resource/Social_science
Introduction to Human Relations Theory and Research,social justice,http://dbpedia.org/resource/Social_justice
Leadership and Facilitation in Small Groups,group behaviour,http://dbpedia.org/resource/Group_dynamics
Leadership and Facilitation in Small Groups,communication,http://dbpedia.org/resource/Communication
Leadership and Facilitation in Small Groups,conflict management,http://dbpedia.org/resource/Conflict_management
Leisure Education,philosophy,http://dbpedia.org/resource/Philosophy
Leisure Services Leadership,group dynamics,http://dbpedia.org/resource/Group_dynamics
Lifespan Growth and Development for Practitioners,biopsychosocial,http://dbpedia.org/resource/Biopsychosocial_model
Older Adulthood: Issues and Intervention,Adulthood,http://dbpedia.org/resource/Adult
Older Adulthood: Issues and Intervention,ageism,http://dbpedia.org/resource/Ageism
Organization Development I,Organization Development,http://dbpedia.org/resource/Organization_development
Organization Development I,open systems,http://dbpedia.org/resource/Thermodynamic_system
Organization Development I,evolution,http://dbpedia.org/resource/Evolution
Organization Development I,organizational learning,http://dbpedia.org/resource/Organizational_learning
Organization Development II,Organization Development,http://dbpedia.org/resource/Organization_development
Organizational and Community Leadership: A Systems Approach,systems thinking,http://dbpedia.org/resource/Systems_theory
Organizational and Community Leadership: A Systems Approach,ethics,http://dbpedia.org/resource/Ethics
Organizational and Community Sustainability,Sustainability,http://dbpedia.org/resource/Sustainability
Organizational and Community Sustainability,goal setting,http://dbpedia.org/resource/Goal_setting
Organizational and Community Sustainability,recycling,http://dbpedia.org/resource/Recycling
Organizational and Community Sustainability,logistics,http://dbpedia.org/resource/Logistics
Organizational and Community Sustainability,biodiversity,http://dbpedia.org/resource/Biodiversity
Organizational and Community Sustainability,social innovation,http://dbpedia.org/resource/Social_innovation
Organizational and Community Sustainability,sustainable development,http://dbpedia.org/resource/Sustainable_development
Organizational Development and Change: Models and Methods,interventionist,http://dbpedia.org/resource/Economic_interventionism
Play Adult Learning and Development,social class,http://dbpedia.org/resource/Social_class
Political and Legal Aspects of Leisure Services,Quebec,http://dbpedia.org/resource/Quebec
Political and Legal Aspects of Leisure Services,Civil Code,http://dbpedia.org/resource/Civil_code
Political and Legal Aspects of Leisure Services,Canadian Constitution,http://dbpedia.org/resource/Constitution_of_Canada
Political and Legal Aspects of Leisure Services,Canadian,http://dbpedia.org/resource/Canada
Power and Conflict Resolution in Human Systems,ethics,http://dbpedia.org/resource/Ethics
Principles of Experiential and Action Learning and the Reflective Practitioner,integral,http://dbpedia.org/resource/Integral
Principles of Experiential and Action Learning and the Reflective Practitioner,action learning,http://dbpedia.org/resource/Action_learning
Qualitative Research Methods for Practitioners,participant observation,http://dbpedia.org/resource/Participant_observation
Recreation and Leisure in Contemporary Society,integral,http://dbpedia.org/resource/Integral
Respecting Diversity in Human Relations,disability,http://dbpedia.org/resource/Ableism
Respecting Diversity in Human Relations,sexual orientation,http://dbpedia.org/resource/Sexual_orientation
Respecting Diversity in Human Relations,social class,http://dbpedia.org/resource/Social_class
Respecting Diversity in Human Relations,Canada,http://dbpedia.org/resource/Canada
Respecting Diversity in Human Relations,social justice,http://dbpedia.org/resource/Social_justice
Respecting Diversity in Human Relations,critical thinking,http://dbpedia.org/resource/Critical_thinking
Sexuality in Human Relations,psychosocial,http://dbpedia.org/resource/Psychosocial
Sexuality in Human Relations,expression,http://dbpedia.org/resource/Emotional_expression
Sexuality in Human Relations,sexually transmitted diseases,http://dbpedia.org/resource/Sexually_transmitted_infection
Sexuality in Human Relations,emotion,http://dbpedia.org/resource/Emotion
Social Psychology of Leisure,Social Psychology,http://dbpedia.org/resource/Social_psychology
The Older Adult and Leisure,cognitive,http://dbpedia.org/resource/Cognition
Therapeutic Recreation: Cognitive Disabilities and Illness,cognitive,http://dbpedia.org/resource/Cognition
